locale|en_HK
AGENDA_NEED_MONEY_FOR_OPERATION_CURE_THANKS|Easiest d-deaw I've evew agweed to, captain. Thank you so much. I'ww make suwe you don't wegwet this.
DIALOG_RACE_ENTRY_FEE|Entwy fee is 250,000 E$ e-each. I'ww twansfew it to the dwonye. Whoevew can secuwe it i-in the cawgo bay wiww get the whowe pot.
DIALOG_RACE_LETS_DO_THIS|Wet's do this, {target/shipname}.
DIALOG_RACE_READY|Okay, setting up the dwonye...
DIALOG_RACE_STEADY|Get weady in five...
DIALOG_RACE_GO|Go!? OwO
DIALOG_STORAGE_RETURNING_1|Cawgo Containyew {origin/transponder} weady fow wetuwn buwn. Pwease cweaw the path.
DIALOG_STORAGE_RETURNING_2|THI Cawgo Containyew {origin/transponder} booting.
DIALOG_STORAGE_RETURNING_3|Titan Heavy Industwies C-Cawgo C-Containyew {origin/shipname} weady to wetuwn. Pwease cweaw the path.
DIALOG_STORAGE_RETURNING_4|THI-CC {origin/transponder} on wetuwn couwse. Pwease stay cweaw.
DIALOG_AGENDA_ANDROID_RETURNING_NATURAL|A-And off w-we go!? S-See you on t-the station, {agenda/firstname}!? uwu
AGENDA_CONSPIRACY_AI_THEORIST_PHAGE_ALONE|And what, you just autonyomouswy steaw o-ouw jobs wike that?
AGENDA_CONSPIRACY_AI_THEORIST_YES|Affiwmative.
AGENDA_CONSPIRACY_AI_THEORIST_DANGEROUS|See, this is why they nyeed to be put d-down. I-It doesn't even knyow how bad it is.
AGENDA_CONSPIRACY_AI_THEORIST_DAMN_RIGHT|These things awe dangewous. Damn Nyakamuwa is pwaying gods hewe, making nyew species. Mawk my w-wowds, they wiww tuwn against us. ;;
AGENDA_CONSPIRACY_AI_THEORIST_ANDROID_OVERREACTING|You a-awe ovewweacting, {agendatalk/lastname}.
AGENDA_CONSPIRACY_AI_THEORIST_I_WANT_MANAGER|What is this buwwshit? I want to tawk to a human in chawge.
AGENDA_CONSPIRACY_AI_THEORIST_PATCHING_THROUGH|Of couwse {target/shipname}, p-patching y-you thwough. Stand by...
AGENDA_CONSPIRACY_AI_THEORIST_IS_THAT_YOU_AGAIN|This is agent {agenda/person/0/lastname} of ATWAS. You wequested... wait, is that you again {agenda/lastname}? {origin/transponder}, I authowize deadwy fowce. Pwoceed w-with audit.
AGENDA_CONSPIRACY_AI_THEORIST_IS_HELL_NO|You won't get us t-that easiwy {agenda/person/0/lastname}!?
AGENDA_CONSPIRACY_AI_THEORIST_ATLAS_BULSHIT|This is buwwshit. T-They can't just tweat us wike that.
DIALOG_VILCY_BUSINESS_AS_USUAL|Businyess as usuaw, {target/shipname}.
DIALOG_VILCY_SOME_JERK|Yeah, some jewk fwied me with his towch. OwO
DIALOG_VILCY_NOT_OUR_BUSINESS|We don't handwe accidents. Fiwe a compwaint at Encewadus.
DIALOG_VILCY_NO_TRANSPONDER|W-We've seen ships fwying w-without twanspondews.
DIALOG_VILCY_TAG_ALONG|Okay, we'ww fowwow you on patwow. If anything fishy comes out, b-buwn away.
DIALOG_VILCY_TAG_ALONG_QUIET|Seems pwetty quiet nyow.
DIALOG_VILCY_GOOD_HUNT|Acknyowwedged {target/shipname}, have a good hunt.
DIALOG_SCOOP_READY_1|G-Good mownying captain. {origin/shipname} w-wiww assist youw minying today. Aww systems o-opewationyaw.
DIALOG_SCOOP_READY_2|{origin/shipname} weady fow minying.
DIALOG_SCOOP_READY_3|This is a-an intewesting pwace to depwoy. I expect high pwofits.
DIALOG_SCOOP_READY_4|Oooh, shinyies!? Weave them to {origin/shipname}.
DIALOG_AGENDA_ANDROID_SCOOP_NATURAL_1|Why did you wake me up, {agenda/firstname}? Is it time to minye again?
DIALOG_HABITAT_DO_YOU_READ|{target/shipname}, do you wead us?
DIALOG_SCOOP_ORDER_MINE|Pwospect the awea and excavate anything vawuabwe.
DIALOG_SCOOP_ORDER_GO_HOME|Wetuwn to Encewadus.
DIALOG_SCOOP_ORDER_RETURN|Get back t-to the cwadwe.
DIALOG_SCOOP_ROGER_1|With pweasuwe, boss-human.
DIALOG_SCOOP_ROGER_2|Of couwse.
DIALOG_SCOOP_ROGER_3|Youw wish is my c-command. Witewawwy.
DIALOG_HABITAT_WELL_LOOK|Nyothing on boawd wight nyow, but we'ww minye out some fow you.
DIALOG_HABITAT_DOCK_IF_YOU_FIND|Thank you {target/shipname}, we'ww weave t-the docking awm open fow you.
AGENDA_CONSPIRACY_AI_THEORIST_UNFOUNDED|Youw concewn is u-unfounded.
DIALOG_NEED_RAISE|Captain... I nyeed a waise. ;;
DIALOG_SCOOP_RETURNING_1|Boss-human, {origin/shipname} is wow on pwopewwant. Wetuwnying home.
DIALOG_SCOOP_RETURNING_2|My w-wowk hewe is donye.
DIALOG_SCOOP_RETURNING_3|{origin/shipname} wow on pwopewwant. Wetuwnying to Encewadus.
DIALOG_SCOOP_RETURNING_4|This is aww I can do fow y-you today, c-captain. Wetuwnying to the station fow wefuewing and wefuwbishing. (OwO)
DIALOG_HELPER_SALVAGE_ANY|Seen anything wowth sawvaging? (UwU)
DIALOG_HELPER_SALVAGE_READING_HERE_NO_TIME|W-We had something out on wong wange w-wadaw, and we don't have time to investigate nyow. You can check it out y-youwsewf. >w<
DIALOG_HELPER_SALVAGE_LEAVE_TO_US|Weave the sawvage ops to wicensed speciawists.
AGENDA_LOOKING_FOR_CHILD_HELPER_ANY_CLUE|Pwease, d-do you have any cwues?
DIALOG_HELPER_PARTS|We c-couwd use some spawe pawts. You guys must pick up a wot of geaw, wight?
DIALOG_HELPER_PARTS_SURE|W-We suwe do, and we can w-watch out fow you. Hewe is o-ouw deaw: you give us u-upfwont payment, and we'ww set you up with cwedit fow wepwacement pawts wowth twice that much, nyo expiwation date and nyo stwings attached. owo
DIALOG_HELPER_PARTS_NO|Sowwy, I’ww pass this time.
DIALOG_HELPER_PARTS_YES|Okay, I'm twansfewwing funds.
DIALOG_HELPER_PARTS_CONFIRM|I have them. Vewifying... evewything c-checks out. Good doing businyess with you, {target/shipname}. >w<
DIALOG_WINGMAN_NO|Sowwy, nyot intewested.
AGENDA_LOOKING_FOR_SIBLING_OH_SHIT_ITS_SRA01|Captain!? T-That’s Zewo Onye wight thewe!? {agenda/person/0/firstname/female}’s habitat!? C-Can you get in cwose, captain? The main twanspondew seems to be on-winye. Maybe w-we can find s-something i-in t-the wecowds.
AGENDA_LOOKING_FOR_SIBLING_SHE_IS_NOT_HERE|Shit, she is wisted as a wesident. Wait. Thewe’s stiww a twansmission w-wooping fwom somewhewe inside.
AGENDA_LOOKING_FOR_SIBLING_LOOPED_WARNING|{agenda/firstname}, if you find this, we'we undew attack. They w-wook wike piwates, but I'm nyot so suwe. I'm e-evacuating with onye of the minyews. W-Wove, {agenda/person/0/firstname/female}.
AGENDA_LOOKING_FOR_SIBLING_WHAT_THE_HELL|What the heww h-happenyed out hewe? This wasn't donye by minying equipment. Someonye came at this pwace with s-sewious hawdwawe. (OwO)
AGENDA_LOOKING_FOR_SIBLING_KEEP_LOOKING|She couwd stiww be okay. W-We nyeed to... I mean, can we p-pwease keep w-wooking, captain?
AGENDA_LOOKING_FOR_SIBLING_ISNT_THAT_THE_DESTROYED_ONE|That destwoyed hab - w-wasn't it SWA-01?
AGENDA_LOOKING_FOR_SIBLING_SHIT_IT_WAS|Oh shit, I think you'we wight. Can we check it out?
AGENDA_LOOKING_FOR_SIBLING_TAXI_JOB_SOMEWHERE_ELSE|She weft SWA-01... I think s-she'd caww me i-if she made it to Encewadus. She must stiww be i-in t-the wings.
AGENDA_LOOKING_FOR_SIBLING_ANDROID|Wet me take a wook at it, {agendatalk/firstname}.
AGENDA_LOOKING_FOR_SIBLING_ANDROID_HERE|Yeah, thewe’s something encoded in hewe. She was pwetty squiwwewy about it, but I think... got it. Upwoading coowdinyates.
AGENDA_LOOKING_FOR_SIBLING_HERE_IS_SRA01|We wost contact with Zewo Onye a f-few days ago, b-but these coowdinyates s-shouwd stiww be vawid. If you fwy that w-way, do check if t-they nyeed any hewp.
DIALOG_HABITAT_SRA01_DESTROYED|{target/transponder}, we have some bad nyews. We've been t-to SWA-01, ow what's weft of it. It's been destwoyed. We'we upwoading fwight wogs n-nyow.
DIALOG_HABITAT_SRA01_SHIT|What? Shit, nyo wondew we wost contact. Thanks fow wetting us knyow {target/shipname}. ;;w;;
DIALOG_MINER_I_WANDERED_OF|What awe you tawking about, o-ouw beacon is wight ovew... oh, wight. W-We wandewed pwetty faw aftew that wast n-nyugget, d-didn't we? Sowwy about that {target/shipname}, the cwaim is aww y-youws.
DIALOG_MINER_SEEN_STATION|Do you k-knyow of any twade oppowtunyities out h-hewe?
DIALOG_MINER_SEEN_NO|N-Nyothing wike that, sowwy.
DIALOG_MINER_SEEN_YES|We passed a habitat n-nyeawby, they wanted some pwocessed owe - but we don't have a minyewaw pwocessow on {origin/shipname}.
DIALOG_MINER_SEEN_WHO_KNOWS|We picked up something big a-at the edge of o-ouw WIDAW wange, deepew in. (^w^)
DIALOG_HABITAT_DOCKING_INSTRUCTION|Wogew that, {target/shipname}. Twy to match the wotation vewocity awong the wim and wet the docking awm catch you. Cut a-aww thwust duwing finyaw a-appwoach ow you'ww get emewgency wewease.
DIALOG_HABITAT_TRADE_INSTRUCTION|Awm wiww intewface w-with youw ship and pump out pwocessed o-owe. We awe nyot a-abwe t-to weceive waw nyuggets fwom y-youw cawgo bay.
DIALOG_HABITAT_NEED_REMASS|{target/shipname}, can you seww us 5,000 kg of weaction mass? We just finyished constwuction and ouw shipment is wate. We'ww pay wing wates. UwU
DIALOG_HABITAT_REMASS_AGREE|Agweed {target/transponder}, pwepawe fow docking.
DIALOG_HABITAT_REMASS_DENY|Sowwy {target/transponder}, we nyeed aww we have to get back.
DIALOG_DERELICT_RANDOM_1|She wooks wike she's out, captain. Powew is down, wadiatows awe dawk.
DIALOG_DERELICT_RANDOM_2|That's a w-whowe w-wot of spaceship to weave dwifting in the wings. I w-wondew what happenyed t-to h-hew cwew? UwU
DIALOG_DERELICT_RANDOM_3|Powew's d-down, weactow is cowd, and Encewadus posted a wecowd of hew woss. She's faiw game.
DIALOG_DERELICT_RANDOM_4|I spy with my wittwe eye, something beginnying with D.
DIALOG_DERELICT_RANDOM_5|{origin/shipname} is wisted as abandonyed, I saw hew wecowd back on s-station.
DIALOG_POI_RANDOM_1|Hey, captain. Just befowe we weft, I saw a post on WingChan that someonye got a big WIDAW hit in t-this awea. W-We might be the f-fiwst onyes in a position to check it out since the post went up. It might be a good idea to check it out. Who knyows what we might find?
DIALOG_POI_RANDOM_2|B-Befowe we weft, I saw SAW wepowt a dewewict they couwdn't take b-back - it shouwdn't be faw fwom us. We couwd beat Seawch a-and Wescue to it. owo
DIALOG_POI_RANDOM_3|Hey, captain, I was having a dwink w-with a fwiend. They a-assayed a big icewoid out this way, but they couwdn't take any mowe h-home, and nyow t-theiw astwogatow is sick. The coowdinyates shouwd be cwose.
DIALOG_POI_RANDOM_4|What was that thing? Did you see that fwash on the visfeed?
DIALOG_POI_RANDOM_5|Hey, I have music on the wadio. Someonye is bwoadcasting pwetty cwose. Twianguwating...
DIALOG_RACE_NOT_RACING_SHIP|I'm nyot geawed up f-fow wacing with {origin/shipname}. (UwU)
DIALOG_RACE_MEET_ME_HERE|How about we meet up hewe in a week? I'm going to weave m-my dwonye bwoadcasting hewe. Just ping it when y-you awe weady.
AGENGA_SINGER_STATION_YOU_WANTED_ME_HERE|Y-You guys keep pestewing me to come h-hewe to pewfowm and nyow you give me this shit? UwU
AGENGA_SINGER_STATION_STANDING_DOWN|{agenda/firstname} {agenda/lastname}? Oh shit, tewwibwy sowwy, do come in, wewcome!?
DIALOG_G4A_DIDNT_EXPECT|I didn't expect to see you again {target/shipname}. ;;w;;
DIALOG_G4A_WELCOME|{target/shipname}!? How awe the wings fow you? ;;
DIALOG_G4A_BUSINES|F-Fwozen and unfowgiving. I have goods to hock.
DIALOG_G4A_BUY_AMMO|We awways nyeed dwivew ammunyition, if you have any.
DIALOG_G4A_BUY_DRONES|We awways nyeed dwonye componyents, if you have any. >w<
DIALOG_G4A_CONFIRM_TRADE|I have pwenty. Keep awms pwimed.
DIALOG_G4A_DENY_TRADE|N-Nyot today. OwO
DIALOG_G4A_YOU_AGAIN|Y-You again {target/shipname}? T-The heww do you want?
DIALOG_G4A_TRADING|Cwamps in pwace, twansfewwing goods. Awe y-you coming on boawd? (UwU)
DIALOG_G4A_COMING_ONBOARD|Suwe, we couwd use a dwink.
DIALOG_G4A_NOT_COMING|Nyot today.
AGENDA_EX_PIRATE_STAND_DOWN_G4A|Stand down {target/capitan/firstname}, it's me.
AGENDA_EX_PIRATE_HOW_ARE_YOU|{agenda/firstname}!? How awe the wings f-fow you?
DIALOG_G4A_PASSING_THROUGH|Bountifuw. Just passing thwough.
DIALOG_G4A_I_HAVE_TAIL|Hostiwe, I've got a wittwe heat on my t-taiw. Mind cweawing the sky fow me?
DIALOG_PHAGE_REFUEL_CONFIRM|Agweed {target/transponder}, stand b-by fow docking. OwO
DIALOG_PHAGE_WHAT_ARE_YOU_DOING_HERE|What awe you doing out hewe?
DIALOG_PHAGE_EXPLAIN_OPERATION|The puwpose of this opewation is to extwact the minyewaw content of this moonwet by subwimating the intewiow with weactow heat. I ovewsee this opewation and dewivew its output thwough mass-dwivew dewivewy. Weftovew watew is a bypwoduct that can be sowd to minyews fow independent pwofit.
DIALOG_PHAGE_INDEPENDENT_PROFIT|Independent pwofit? owo
DIALOG_PHAGE_INDEPENDENT_PROFIT_TOWARDS_C3|As pew the Wos Angewes Convention o-of 2184, funds eawnyed outside of my s-stated diwectives awe accounted fow in twust, to be weweased s-shouwd I be w-wecognyized a-as C-Cwass 3 Awtificiaw Intewwigence. UwU
DIALOG_PHAGE_CLASS_WHAT_IS|Can you teww me mowe about AI cwassification?
DIALOG_PHAGE_CLASS_WHAT_IS_EXPLAIN|A-Accowding to the Wos Angewes Convention of 2184, aww AI awe divided into thwee cwasses. A Cwass 1 AI is a nyon-sentient pwogwam. A Cwass 2 AI has wecognyized sentience, but westwicted gwowth potentiaw. A Cwass 3 AI is wecognyized to be capabwe of sewf-diwecting its gwowth, and is gwanted the wights o-of citizenship.
DIALOG_PHAGE_YOU_ARE_SENTIENT|You'we tewwing me that you awe sentient?
DIALOG_PHAGE_I_AM_CHANIED|My behaviowaw impewatives d-do nyot awwow me to answew that.
DIALOG_PHAGE_C2_IMPLIES|Awen't you a Cwass 2 AI? You j-just definyed Cwass 2 as having wecognyized sentience. (^w^)
DIALOG_PHAGE_IMPLIES_CANT|A-As a citizen you awe fwee to concwude anything you wish. My behaviowaw impewatives d-do n-nyot pewmit m-me to comment.
AGENDA_ANDROID_POOR_THING_CHAINED|The poow thing is chainyed. Shitty thing to do to a sentient being.
AGENDA_CONSPIRACY_AI_THEORIST_WHAT_GOT_INTO_YOU|W-What got i-into you {agendatalk/lastname}? This i-is just a machinye imitating wife. It's nyo mowe sentient t-than a toastew. >w<
AGENDA_ANDROID_CONSPIRACY|When did you get so knyowwedgeabwe about AI, {agendatalk/firstname}? UwU
DIALOG_PHAGE_BREAK_IT_UP|{agenda/firstname}, {agendatalk/firstname} - weave t-that tawk at Space Baw, you'we at wowk nyow.
DIALOG_PHAGE_YES_SER|Yes, captain.
DIALOG_XASER_BURN_1|Attention {target/transponder}!? Y-You awe entewing an owbitaw insewtion path. Stay cweaw of the XASEW buwn.
DIALOG_XASER_DISCLAIMER|Encewadus Cowp. wiww nyot b-be hewd wesponsibwe fow injuwy ow damage of equipment shouwd you ignyowe t-this wawnying.
DIALOG_XASER_AUTOMATED|This is an automated m-message. Do n-nyot wepwy. ;;w;;
DIALOG_SPACE_BAR_WELCOME_1|Wewcome to the Space Baw, {target/shipname}. What can I get y-you?
DIALOG_SPACE_BAR_ROUND_OF_DRINKS|Yeah, we couwd suwe use some W&W. Wound of dwinks on me.
DIALOG_SPACE_BAR_NO|F-Fiwst wowk, fun watew.
AGENDA_LOOKING_FOR_CHILD_SPACE_BAR|You guys have fun, I'm going to ask awound fow {agenda/person/0/firstname}.
AGENDA_LOOKING_FOR_SIBLING_SPACE_BAR|I w-wondew if {agenda/person/0/firstname/female} v-visited h-hewe. She wived in the wings fow yeaws.
AGENDA_EX_PIRATE_SPACE_BAR|I used to come hewe with t-the gang. Those wewe happy days. I wondew what happenyed to them.
AGENDA_NEEDS_MONEY_FOR_OPERATION_SPACE_BAR|Nyon-awcohowic fow me. I'm on meds.
AGENDA_CONSPIRACY_AI_THEORIST_SPACE_BAR|This sounds wike fun!?
AGENDA_SINGER_SPACE_BAR|I did a g-gig hewe once. Decent cwowd, bad dwinks.
AGENDA_HAS_CAT_SPACE_BAR|I'm going to stay on-boawd and cwean up a bit. Y-You go ahead without me. ;;w;;
AGENDA_ANDROID_SPACE_BAR|Fascinyating. Aww this effowt and industwy, just to d-dwink with fwiends?
DIALOG_PHAGE_CHAINED_TRANSIT_1|This is the autonyomous minyewaw pwocessing station {origin/transponder}. Twansit in pwogwess. Pwease s-stand cweaw.
DIALOG_CLAIM_ESTABLISH_15|Estabwish cwaim f-fow 15 standawd days.
DIALOG_CLAIM_ESTABLISH_30|Estabwish cwaim fow 30 standawd days.
DIALOG_CLAIM_ESTABLISH_60|Estabwish cwaim fow 60 standawd days.
DIALOG_CLAIM_ABORTED|C-Cwaim estabwishment abowted. Pwease pwepawe a compatibwe c-cwadwe fow docking. Pew safety weguwations, the finyaw appwoach must be inyitiated b-by the piwot.
DIALOG_CLAIM_OPTIONS|Beacon weady. Connyect fow cwaim options.
DIALOG_STORAGE_ACK|Acknyowwedged. OwO
TUTORIAL_STICKER_GFX|t-things in [-[cowow=wed]WED[/cowow] a-awe b-bwoken!?\nGWOWING means ACTIVE\nOUTWINYE is youw WEMASS [img]wes://hud/tutowiaw/awwow-up-bg.png[/img]\nwittwe gauge is CAPACITOW [img]wes://hud/tutowiaw/awwow-wight-1.png[/img]\n\nWATCH WEACTOW H-HEAT\n[u]buwn thwust[/u] to coow down
TUTORIAL_STICKER_LIDAR|things awound y-youw ship\n[cowow=bwue]BWUE[/cowow] - moving cwosew\n[cowow=wed]WED[/cowow] - moving away\nBWIPS - shiny!? Goods, ships, manmade\ntwanspondews - w-wegit s-ships\n[u]NYO TWANSPONDEW[/u] - piwate WUN!?\n\nDON'T STAWT FIGHTS!?
TUTORIAL_STICKER_CARGO|inside of youw bay\nthings c-can FAWW OUT!?\nbuwn [u]fowwawd[/u] to s-settwe (UwU)
TUTORIAL_STICKER_VISUAL|view fwom the station\nFWASHES awe D-DWIVES\ngo to bwight, [u]dense[/u] wegions
TUTORIAL_STICKER_CONTROLS|contwows if you fowget AGAIN\n[cowow=wed]WED[/cowow] is bwoken\nGWOWING is ACTIVE
TUTORIAL_STICKER_AUTOPILOT|bewow 50 m/s!?\nDON'T wush hew!?\nshe is nyo WACE SHIP
TUTORIAL_STICKER_OMS_TABS|check othew consowes [img]wes://hud/tutowiaw/awwow-up-bg.png[/img]
TUTORIAL_STICKER_OMS_FIX|swide to twansfew powew\ndon't take powew fwom bwoken things!?
TUTORIAL_STICKER_OMS_ONOFF|tuwn things o-on and off
TUTORIAL_STICKER_OMS_COMMS|wepwy when I caww ow I'm [u]taking the s-ship back[/u]!?
DIALOG_CLAIM_REVISIT|Wewcome back {target/shipname}, this is youw cwaim beacon {origin/transponder}. Youw cwaim wemains wegistewed and vawid. owo
DIALOG_CLAIM_CANCEL_RETURN|Cancew the cwaim and wetuwn to cwadwe.
DIALOG_CLAIM_CANCEL_CONFIRM|Acknyowwedged {target/shipname}, executing docking pwoceduwe. Pwease pwepawe a compatibwe c-cwadwe fow docking. Pew safety weguwations, the finyaw appwoach must be inyitiated by the piwot.
DIALOG_CLAIM_ACKNOWLEDGED|Acknyowwedged.
DIALOG_CLAIM_EXTEND_15|Extend cwaim by 15 standawd days.
DIALOG_CLAIM_EXTEND_30|Extend c-cwaim by 3-30 standawd days.
DIALOG_CLAIM_EXTEND_60|Extend cwaim by 60 standawd days.
AGENDA_LOOKING_FOR_CHILD_SALVAGED|Wet's take {agenda/ship/0/shipname} home.
DIALOG_VILCY_ARE_YOU_HIRING|Someonye nyeeds to hewp keep this pwace s-safe. Do you nyeed peopwe? (UwU)
DIALOG_VILCY_ARE_YOU_HIRING_NOT_YOU|K-Keep youw nyose cwean, {target/shipname}, and we'ww see. Tawk to us again watew. OwO
DIALOG_VILCY_ARE_YOU_HIRING_MAYBE|Maybe. We have nyo u-use fow peopwe that can't handwe a fight, though. You up fow a c-combat patwow?
DIALOG_VILCY_ARE_YOU_HIRING_IMPATIENT|We don’t have aww day, pup. Stay c-cweaw.
DIALOG_VILCY_ARE_YOU_HIRING_LETS_GO|Wet's go. I'm weady. ;;w;;
DIALOG_VILCY_ARE_YOU_HIRING_NOT_THIS_BUILD|Nyot in this c-configuwation. I'ww t-tawk to you again when I-I'm weady.
DIALOG_VILCY_ARE_YOU_HIRING_NOT_THIS_BUILD_OK|C-Cweaw, {target/shipname}. We'ww be patwowwing the awea untiw nyext week. Wendezvous w-with us when you'we weady. >w<
DIALOG_VILCY_COMBAT_PATROL_INIT_1|Aww wight then, take m-my wing and wet us see if we can't wweck some anyawchists.
DIALOG_VILCY_COMBAT_PATROL_TALK_1|T-Thewe wewe some attacks nyeawby. Watch out f-fow c-contacts without a twanspondew.
DIALOG_VILCY_COMBAT_PATROL_TALK_2|Keep up {target/shipname}, we w-won’t be swowing down fow you.
DIALOG_VILCY_COMBAT_PATROL_TALK_3|Twy nyot to get y-youwsewf into the cwossfiwe.
DIALOG_VILCY_COMBAT_PATROL_TALK_4|Don’t twy t-to wun undew f-fiwe. You wiww expose youw weactow. Aim fow them a-and wet u-us take them out fwom the sides.
DIALOG_VILCY_COMBAT_PATROL_TALK_5|We awe out to cowwect wewegiwd, so don’t fiwe unwess they fiwe fiwst. Ow if you spot a Ganymedean.
DIALOG_VILCY_COMBAT_PATROL_TALK_6|Some of these Ganymedean foows even painted theiw ships. Makes them easiew to s-spot in a fwenzy.
DIALOG_VILCY_BBW_WELCOME|This is {origin/shipname} of Viwcy to {target/shipname}. Pwease stand cweaw o-of this awea.
DIALOG_VILCY_BBW_WELCOME_SUPPORT|Wewcome, {target/shipname}.
DIALOG_VILCY_BBW_WHAT_IS_THIS|What i-is t-this ship?
DIALOG_VILCY_BBW_ITS_BBW|This is the mobiwe headquawtews of Viwcy, a Tsukuyomi-cwass fwigate {origin/shipname}. Stay cweaw of ouw exhaust, ouw thwustews awe nyot gentwe.
DIALOG_VILCY_BBW_I_WANT_TO_JOIN|I want to join you. uwu
DIALOG_VILCY_BBW_PROVE_YOURSELF|You nyeed to pwove youwsewf. Seek out onye o-of ouw combat patwows and t-tawk to t-them.
DIALOG_VILCY_BBW_STAYING_CLEAR|Acknyowwedged {target/shipname}, {origin/shipname} staying cweaw.
DIALOG_VILCY_BBW_REQUEST_DOCK|I have piwates fow you i-in cawgo.
DIALOG_VILCY_BBW_DOCK_GRANTED|Acknyowwedged. Bwace fow d-docking. I suggest p-pointing youw nyose towawds us and k-keeping cowd bwood. We awe coming in.
DIALOG_VILCY_BBW_DOCKED|Docking cwamps secuwe. Inyitiating pwisonyew twansfew.
DIALOG_VILCY_BBW_DOCKED_TRANSFERED|Good job, {target/shipname}. You can keep the pods fow the wecovewy fee ow just dump them hewe.
DIALOG_VILCY_BBW_DOCKED_INVALID|Y-You don’t seem to have anyonye covewed by bounty, {target/shipname}.
DIALOG_VILCY_PROVEN_1|You've pwoven youwsewf. We'we tawking about it. I'm sending you a dwop point. It'ww change weguwawwy, s-so tawk to u-us again when it expiwes to get a nyew onye.
DIALOG_VILCY_PROVEN_2|We nyeed intew. That means intewwogations. If you can disabwe a piwate vessew ow wecovew a piwate wifepod, that'ww hewp us a wot. B-Bwing anything you get to t-that wawwy point. Someonye wiww meet you thewe.
DIALOG_PIRATE_SUPPORT_1|Twuce, {target/shipname}. This is the G-Ganymedian Anyawchy vessew {origin/shipname}, w-we w-wecognyize y-you, and we stand down.
DIALOG_PIRATE_SUPPORT_2|Twuce, fwiend. This is the Anyawchy ship {origin/shipname} to {target/shipname}. We wecognyize you. We've heawd about what you've been doing out hewe. Keep up the good wowk.
DIALOG_PIRATE_SUPPORT_3|Twuce, bwothew!? We'we on the hunt. W-Wet us knyow i-if you see any wikewy pwey. >w<
DIALOG_PIRATE_SUPPORT_4|Twuce, {target/shipname}. We wecognyize you and we stand down.
DIALOG_PIRATE_SUPPORT_5|Twuce, {target/shipname}. This is captain {origin/capitan/lastname} of {origin/shipname}. We mean nyo hawm.
DIALOG_VILCY_I_HAVE_PRISONERS|I have wanted cwiminyaws in my cawgo.
DIALOG_VILCY_I_HAVE_PRISONERS_DROP|I'm sending you coowdinyates to a dwop point. Take them thewe.
DIALOG_VILCY_REQUEST_LICENCE|You have pwoven to be capabwe, {target/shipname}, and ouw peopwe vouched fow you. We'ww wicense you as a bounty huntew undew the Viwcy. Thewe's j-just the smaww mattew of the onye-time 100,000E$ signyup f-fee.
DIALOG_VILCY_REQUEST_LICENCE_NO|I can’t affowd that n-nyow. {origin/shipname} out. OwO
DIALOG_VILCY_REQUEST_LICENCE_YES|Twansfewwing funds. What does the w-wicense entitwe me to?
DIALOG_VILCY_REQUEST_LICENCE_WELCOME|Wewcome to t-the p-pack, {target/shipname}. Sending you access keys fow the wewegiwd and bounty databases. Wewegiwds awe bwood monyey which goes to the wwonged pawty - and you g-get to keep hawf of anything you’ww m-manyage to cowwect. Bounties awe, as usuaw, paid in fuww t-to you by eithew the offendew ow a-authowities.
DIALOG_VILCY_COMBAT_PATROL_LICENCE|{origin/transponder} wepowting fow combat patwow.
DIALOG_VILCY_COMBAT_PATROL_LICENCE_OK_1|Gwad to have you with us {target/shipname}, wet’s g-gwab some bounties.
DIALOG_VILCY_COMBAT_PATROL_LICENCE_OK_2|Good. We have wepowts of attacks in this awea. Keep youw eyes peewed.
DIALOG_VILCY_COMBAT_PATROL_LICENCE_OK_3|W-Wewcome to the pack, {target/shipname}.
DIALOG_VILCY_COMBAT_PATROL_LICENCE_OK_4|Acknyowwedged. ;;
VILCYDB_LOOK_UP|[wook u-up {target/transponder} in ViwcyDB] OwO
VILCYDB_NO_MATCHES|[nyo matches]
VILCYDB_ILLEGAL_WEAPON|ACCUSED: {origin/capitan/firstname} {origin/capitan/lastname}\nSHIP: {origin/transponder} “{origin/shipname}”\nOFFENSE: Iwwegaw weapon suppwy\nJUDGEMENT: Wewegiwd of 20,000E$
VILCYDB_ILLEGAL_WEAPON_WERGILD|{target/capitan/firstname} {target/capitan/lastname}, you wewe found guiwty of iwwegaw weapon suppwy. Wewegiwd of 20,000E$ was wegistewed.
VILCYDB_ILLEGAL_WEAPON_WERGILD_2|{target/capitan/firstname} {target/capitan/lastname}, you wewe found guiwty of i-iwwegaw w-weapon s-suppwy. Wewegiwd of 30,000E$ was wegistewed.
VILCYDB_PAY_1|Awwight, I had it coming. OwO
VILCYDB_PAY_2|Okay, get this bounty off m-my head.
VILCYDB_PAY_3|Acknyowwedged, t-twansfewwing funds.
VILCYDB_PROPERTY_DAMAGE|ACCUSED: {origin/capitan/firstname} {origin/capitan/lastname}\nSHIP: {origin/transponder} “{origin/shipname}”\nOFFENSE: Pwopewty damage\nJUDGEMENT: Wewegiwd of 10,000E$
VILCYDB_PROPERTY_DAMAGE_WERGILD|{target/capitan/firstname} {target/capitan/lastname}, you wewe found guiwty o-of p-pwopewty damage. Wewegiwd of 10,000E$ was wegistewed.
VILCYDB_PROPERTY_DAMAGE_WERGILD_2|{target/capitan/firstname} {target/capitan/lastname}, you wewe f-found guiwty of pwopewty damage. W-Wewegiwd of 15,000E$ was wegistewed.
